nrInst,nrAgencia,cdClient,nmClient,nrCpfCnpj,nrContrato,dtContrato,qtPrestacoes,vlTotal,cdProduto,dsProduto,cdCarteira,dsCarteira,nrProposta,nrPresta,tpPresta,nrSeqPre,dtVctPre,vlPresta,vlMora,vlMulta,vlOutAcr,vlIof,vlDescon,vlAtual,idSituac,idSitVen,vlMov,vlPag
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,4,Original,0,20240727,95972.21,17232.77,14590.95,0,0,0,127795.93,Aberta,Vencida,$213.06,$468.05
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,5,Original,0,20240120,99335.27,84993.64,10199.67,0,0,0,194528.58,Aberta,Vencida,$560.17,$461.01
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,6,Original,0,20220310,69104.34,13726.88,1400.93,0,0,0,84232.15,Aberta,Vencida,$297.98,$110.72
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,7,Original,0,20230721,89731.29,1430.32,22086.07,0,0,0,113247.68,Aberta,Vencida,$178.03,$790.63
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,8,Original,0,20241002,88121.94,41065.99,51733.69,0,0,0,180921.62,Aberta,Vencida,$868.34,$479.49
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,9,Original,0,20231021,688.79,32626.78,26032.91,0,0,0,59348.48,Aberta,Vencida,$819.09,$499.75
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,10,Original,0,20220711,15032.04,46438.19,54398.31,0,0,0,115868.54,Aberta,Vencida,$234.24,$911.53
710,17,1407,CLIENTE 94,55338424212,829642,20220918,10,3798.7,1216,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,224185,11,Original,0,20241015,32125.52,40899.09,14701.86,0,0,0,87726.47,Aberta,Vencida,$897.91,$944.29
555,49,58950,CLIENTE 95,56340978563,590383,20220426,6,36300.9,470,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,305783,2,Original,0,20240118,4497.8,43037.39,67794.24,0,0,0,115329.43,Aberta,Vencida,$206.03,$758.37
555,49,58950,CLIENTE 95,56340978563,590383,20220426,6,36300.9,470,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,305783,3,Original,0,20220603,10527.14,48128.81,29023.51,0,0,0,87679.46,Aberta,Vencida,$20.87,$12.79
555,49,58950,CLIENTE 95,56340978563,590383,20220426,6,36300.9,470,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,305783,4,Original,0,20231012,76799.03,91479.33,92161.71,0,0,0,260440.07,Aberta,Vencida,$982.59,$190.26
555,49,58950,CLIENTE 95,56340978563,590383,20220426,6,36300.9,470,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,305783,5,Original,0,20220222,97638.94,67041.77,21509.83,0,0,0,186190.54,Aberta,Vencida,$661.92,$667.26
555,49,58950,CLIENTE 95,56340978563,590383,20220426,6,36300.9,470,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,305783,6,Original,0,20240904,62436.03,24931.56,20697.49,0,0,0,108065.08,Aberta,Vencida,$110.60,$343.86
555,49,58950,CLIENTE 95,56340978563,590383,20220426,6,36300.9,470,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,305783,7,Original,0,20230526,9506.22,60330.17,9392.95,0,0,0,79229.34,Aberta,Vencida,$752.37,$837.78
53,30,95116,CLIENTE 96,1.37582E+11,858362,20240305,4,66447.29,1195,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,832117,2,Original,0,20220523,62492.44,17547.91,67066.12,0,0,0,147106.47,Aberta,Vencida,$391.17,$280.57
53,30,95116,CLIENTE 96,1.37582E+11,858362,20240305,4,66447.29,1195,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,832117,3,Original,0,20240815,4888.27,88634.11,15815.91,0,0,0,109338.29,Aberta,Vencida,$874.68,$441.64
53,30,95116,CLIENTE 96,1.37582E+11,858362,20240305,4,66447.29,1195,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,832117,4,Original,0,20220315,26354.13,77318.51,45699.02,0,0,0,149371.66,Aberta,Vencida,$804.11,$635.71
53,30,95116,CLIENTE 96,1.37582E+11,858362,20240305,4,66447.29,1195,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,832117,5,Original,0,20231013,72109.84,51984.53,32974.44,0,0,0,157068.81,Aberta,Vencida,$856.17,$743.11
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,2,Original,0,20221009,51026.28,50818.47,83191.08,0,0,0,185035.83,Aberta,Vencida,$991.84,$947.21
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,3,Original,0,20230817,87839.07,59677.91,17180.72,0,0,0,164697.7,Aberta,Vencida,$433.45,$752.34
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,4,Original,0,20230606,11329.13,17091.85,83515.82,0,0,0,111936.8,Aberta,Vencida,$727.19,$995.68
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,5,Original,0,20241117,13414.14,29366.84,83811.49,0,0,0,126592.47,Aberta,Vencida,$324.66,$272.50
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,6,Original,0,20220410,76157.77,87877.28,42720.19,0,0,0,206755.24,Aberta,Vencida,$783.35,$708.07
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,7,Original,0,20230212,97316.26,4953.44,52157.63,0,0,0,154427.33,Aberta,Vencida,$846.69,$561.48
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,8,Original,0,20221011,25805.52,65103.1,81876.45,0,0,0,172785.07,Aberta,Vencida,$437.36,$108.07
171,10,42555,CLIENTE 97,8.40118E+11,202373,20220505,8,20159.13,1390,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,747708,9,Original,0,20220911,99808,4506.42,27959.12,0,0,0,132273.54,Aberta,Vencida,$413.28,$651.84
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,2,Original,0,20230701,21724.27,9726.54,485.7,0,0,0,31936.51,Aberta,Vencida,$433.23,$644.62
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,3,Original,0,20230525,26087.5,17522.64,87680.33,0,0,0,131290.47,Aberta,Vencida,$171.97,$409.41
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,4,Original,0,20240909,79762.71,73623.86,84290.13,0,0,0,237676.7,Aberta,Vencida,$656.78,$594.41
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,5,Original,0,20230116,46778.82,56663.57,64145.44,0,0,0,167587.83,Aberta,Vencida,$740.42,$552.27
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,6,Original,0,20230825,34961.83,61121.04,42102.83,0,0,0,138185.7,Aberta,Vencida,$739.51,$554.09
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,7,Original,0,20230720,51760.34,29156.69,10025.09,0,0,0,90942.12,Aberta,Vencida,$977.02,$591.01
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,8,Original,0,20220211,42241.32,4574.63,91121,0,0,0,137936.95,Aberta,Vencida,$225.26,$928.02
449,11,93926,CLIENTE 98,9.91751E+11,529203,20220601,8,69363.01,1310,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,435003,9,Original,0,20221218,43716.48,37510.55,39476.8,0,0,0,120703.83,Aberta,Vencida,$238.21,$965.65
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,2,Original,0,20230110,45503.3,66353.55,26813.03,0,0,0,138669.88,Aberta,Vencida,$500.73,$636.39
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,3,Original,0,20220920,28051.5,56204.86,49265.6,0,0,0,133521.96,Aberta,Vencida,$915.29,$307.73
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,4,Original,0,20231024,71173.38,67133.13,57534.9,0,0,0,195841.41,Aberta,Vencida,$527.29,$91.53
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,5,Original,0,20240621,87552.37,19862.67,63133.92,0,0,0,170548.96,Aberta,Vencida,$532.20,$300.19
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,6,Original,0,20240802,87548.25,673.3,1917.62,0,0,0,90139.17,Aberta,Vencida,$999.94,$747.07
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,7,Original,0,20221112,25928.34,51005.2,73417.48,0,0,0,150351.02,Aberta,Vencida,$163.55,$598.74
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,8,Original,0,20240612,53153.32,46958.88,30478.2,0,0,0,130590.4,Aberta,Vencida,$348.18,$708.71
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,9,Original,0,20221005,55498.99,86343.55,52634.33,0,0,0,194476.87,Aberta,Vencida,$468.78,$793.56
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,10,Original,0,20240110,68075.13,90732.19,64394.09,0,0,0,223201.41,Aberta,Vencida,$584.72,$683.68
445,17,70939,CLIENTE 99,3.42761E+11,731209,20230227,10,87917.8,1449,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,667760,11,Original,0,20240928,45437.51,85805.86,67613.89,0,0,0,198857.26,Aberta,Vencida,$771.23,$420.55
645,19,68900,CLIENTE 100,4.98219E+11,122763,20230317,6,93687.41,423,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,749201,2,Original,0,20230907,52008.09,94001.49,56331.87,0,0,0,202341.45,Aberta,Vencida,$101.27,$188.94
645,19,68900,CLIENTE 100,4.98219E+11,122763,20230317,6,93687.41,423,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,749201,3,Original,0,20221115,96509.64,7531.02,60734.12,0,0,0,164774.78,Aberta,Vencida,$245.93,$545.02
645,19,68900,CLIENTE 100,4.98219E+11,122763,20230317,6,93687.41,423,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,749201,4,Original,0,20241011,4534.68,55055.5,93169.3,0,0,0,152759.48,Aberta,Vencida,$805.51,$490.39
645,19,68900,CLIENTE 100,4.98219E+11,122763,20230317,6,93687.41,423,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,749201,5,Original,0,20230226,69698.84,80319.39,16608.78,0,0,0,166627.01,Aberta,Vencida,$938.68,$321.50
645,19,68900,CLIENTE 100,4.98219E+11,122763,20230317,6,93687.41,423,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,749201,6,Original,0,20230313,73104.34,40826.16,82585.68,0,0,0,196516.18,Aberta,Vencida,$546.92,$514.35
645,19,68900,CLIENTE 100,4.98219E+11,122763,20230317,6,93687.41,423,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,749201,7,Original,0,20230818,17659.32,51653.26,86406.16,0,0,0,155718.74,Aberta,Vencida,$322.32,$93.89
1019,49,23843,CLIENTE 101,3.97756E+11,418911,20241124,2,64344.99,1741,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,188426,2,Original,0,20220803,71103.95,49195.6,88342.92,0,0,0,208642.47,Aberta,Vencida,$848.56,$169.39
1019,49,23843,CLIENTE 101,3.97756E+11,418911,20241124,2,64344.99,1741,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,188426,3,Original,0,20241116,67735.11,91208.89,81625.44,0,0,0,240569.44,Aberta,Vencida,$854.96,$907.37
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,2,Original,0,20230603,8475.55,55087.67,62423.96,0,0,0,125987.18,Aberta,Vencida,$829.29,$35.52
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,3,Original,0,20240306,50372.11,17539.02,90510.63,0,0,0,158421.76,Aberta,Vencida,$329.64,$768.90
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,4,Original,0,20220112,11000.26,16771.4,32475.89,0,0,0,60247.55,Aberta,Vencida,$25.26,$365.18
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,5,Original,0,20230718,49225.12,53403.31,1315.82,0,0,0,103944.25,Aberta,Vencida,$939.73,$337.88
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,6,Original,0,20230521,57441.98,68326.67,45289.66,0,0,0,171058.31,Aberta,Vencida,$879.53,$479.95
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,7,Original,0,20220723,81626.65,41350.48,27631.81,0,0,0,150608.94,Aberta,Vencida,$278.50,$926.97
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,8,Original,0,20221221,10079.38,15780.81,97681.07,0,0,0,123541.26,Aberta,Vencida,$778.25,$700.44
619,1,61529,CLIENTE 102,5.30822E+11,105853,20230728,8,91918.49,561,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,101210,9,Original,0,20230913,11399.89,70300.87,37033.44,0,0,0,118734.2,Aberta,Vencida,$316.55,$204.63
1194,30,66244,CLIENTE 103,6.70433E+11,134555,20220927,7,980.8,1071,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,66321,2,Original,0,20240203,68866.64,71319.66,4018.24,0,0,0,144204.54,Aberta,Vencida,$775.29,$885.63
1194,30,66244,CLIENTE 103,6.70433E+11,134555,20220927,7,980.8,1071,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,66321,3,Original,0,20240124,29663.87,28857.32,46260.51,0,0,0,104781.7,Aberta,Vencida,$917.44,$335.34
1194,30,66244,CLIENTE 103,6.70433E+11,134555,20220927,7,980.8,1071,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,66321,4,Original,0,20231007,87195.37,10983.86,28805.86,0,0,0,126985.09,Aberta,Vencida,$314.59,$936.00
1194,30,66244,CLIENTE 103,6.70433E+11,134555,20220927,7,980.8,1071,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,66321,5,Original,0,20240719,22607.15,61083.4,74238.73,0,0,0,157929.28,Aberta,Vencida,$189.52,$887.43
1194,30,66244,CLIENTE 103,6.70433E+11,134555,20220927,7,980.8,1071,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,66321,6,Original,0,20231121,94166.18,34626.39,6486.18,0,0,0,135278.75,Aberta,Vencida,$846.01,$347.64
1194,30,66244,CLIENTE 103,6.70433E+11,134555,20220927,7,980.8,1071,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,66321,7,Original,0,20220605,8804.69,35550.12,21207.41,0,0,0,65562.22,Aberta,Vencida,$860.26,$508.47
1194,30,66244,CLIENTE 103,6.70433E+11,134555,20220927,7,980.8,1071,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,66321,8,Original,0,20240127,26960.88,38747.18,78980.44,0,0,0,144688.5,Aberta,Vencida,$614.11,$293.79
1584,30,68793,CLIENTE 104,3.65443E+11,736408,20240825,1,44900.07,413,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,112034,2,Original,0,20221216,89246.47,10652.86,61751.26,0,0,0,161650.59,Aberta,Vencida,$878.05,$153.03
1953,11,91376,CLIENTE 105,4.1568E+11,613587,20230114,6,47662.29,658,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,895931,2,Original,0,20221228,10495.66,86013.55,78204.75,0,0,0,174713.96,Aberta,Vencida,$131.67,$481.49
1953,11,91376,CLIENTE 105,4.1568E+11,613587,20230114,6,47662.29,658,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,895931,3,Original,0,20231124,7530.09,42634.86,64781.7,0,0,0,114946.65,Aberta,Vencida,$456.87,$969.25
1953,11,91376,CLIENTE 105,4.1568E+11,613587,20230114,6,47662.29,658,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,895931,4,Original,0,20230925,24838.86,61480.87,94479.72,0,0,0,180799.45,Aberta,Vencida,$184.67,$800.20
1953,11,91376,CLIENTE 105,4.1568E+11,613587,20230114,6,47662.29,658,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,895931,5,Original,0,20230702,69757.88,82390,80720.95,0,0,0,232868.83,Aberta,Vencida,$775.09,$572.31
1953,11,91376,CLIENTE 105,4.1568E+11,613587,20230114,6,47662.29,658,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,895931,6,Original,0,20240714,31724.89,89991.48,68337.2,0,0,0,190053.57,Aberta,Vencida,$628.60,$549.95
1953,11,91376,CLIENTE 105,4.1568E+11,613587,20230114,6,47662.29,658,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,895931,7,Original,0,20220723,30239.49,44145.43,35196.4,0,0,0,109581.32,Aberta,Vencida,$996.13,$582.28
1635,32,36307,CLIENTE 106,2.4389E+11,910504,20221216,3,15429.06,367,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,565135,2,Original,0,20241010,84569.59,52367.31,2716.84,0,0,0,139653.74,Aberta,Vencida,$627.27,$374.18
1635,32,36307,CLIENTE 106,2.4389E+11,910504,20221216,3,15429.06,367,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,565135,3,Original,0,20221006,44156.76,35625.89,68611.29,0,0,0,148393.94,Aberta,Vencida,$397.61,$851.87
1635,32,36307,CLIENTE 106,2.4389E+11,910504,20221216,3,15429.06,367,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,565135,4,Original,0,20230711,9596.57,43750.48,57083.89,0,0,0,110430.94,Aberta,Vencida,$353.20,$743.33
366,41,99807,CLIENTE 107,68008796875,927642,20230905,2,5767.35,269,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,256982,2,Original,0,20231027,59234.75,28457.86,46790.29,0,0,0,134482.9,Aberta,Vencida,$80.47,$474.36
366,41,99807,CLIENTE 107,68008796875,927642,20230905,2,5767.35,269,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,256982,3,Original,0,20220807,7188.96,17772.08,46178.71,0,0,0,71139.75,Aberta,Vencida,$941.93,$619.04
1718,43,65943,CLIENTE 108,4.67008E+11,601262,20220220,4,62531.59,1177,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,301512,2,Original,0,20230922,40200.16,40362.95,29674.43,0,0,0,110237.54,Aberta,Vencida,$231.31,$262.58
1718,43,65943,CLIENTE 108,4.67008E+11,601262,20220220,4,62531.59,1177,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,301512,3,Original,0,20230102,38096.98,61776.82,61412.88,0,0,0,161286.68,Aberta,Vencida,$220.74,$298.19
1718,43,65943,CLIENTE 108,4.67008E+11,601262,20220220,4,62531.59,1177,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,301512,4,Original,0,20240207,61721.04,34165,8948.42,0,0,0,104834.46,Aberta,Vencida,$640.06,$611.44
1718,43,65943,CLIENTE 108,4.67008E+11,601262,20220220,4,62531.59,1177,CDC PESSOA JURIDICA,1,CRÉDITO DIRETO AO CONSUMIDOR,301512,5,Original,0,20240525,90915.37,2342.95,70439.38,0,0,0,163697.7,Aberta,Vencida,$792.63,$693.09
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,2,Original,0,20231026,4169.05,68930.95,33606.65,0,0,0,106706.65,Aberta,Vencida,$318.14,$745.92
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,3,Original,0,20230926,63062.23,75602.43,65379.16,0,0,0,204043.82,Aberta,Vencida,$519.65,$539.97
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,4,Original,0,20230717,54377.19,24698.41,81260.7,0,0,0,160336.3,Aberta,Vencida,$738.36,$727.02
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,5,Original,0,20240512,52947.52,93355.43,17598.93,0,0,0,163901.88,Aberta,Vencida,$635.73,$871.58
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,6,Original,0,20220104,18159.9,62189.86,35990.74,0,0,0,116340.5,Aberta,Vencida,$395.98,$892.29
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,7,Original,0,20230825,58479.75,66096.28,28978.84,0,0,0,153554.87,Aberta,Vencida,$766.83,$892.19
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,8,Original,0,20220920,68529.15,58934.66,36070.28,0,0,0,163534.09,Aberta,Vencida,$666.74,$979.36
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,9,Original,0,20221025,63882.46,47679.36,27531.2,0,0,0,139093.02,Aberta,Vencida,$220.45,$626.82
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,10,Original,0,20230712,58811.38,40484.04,76472.75,0,0,0,175768.17,Aberta,Vencida,$805.68,$878.65
302,32,36744,CLIENTE 109,4.75505E+11,247490,20230814,10,79065.73,598,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,941431,11,Original,0,20240821,9332.42,81555.73,92309.44,0,0,0,183197.59,Aberta,Vencida,$352.47,$656.06
617,20,5287,CLIENTE 110,8.51683E+11,109711,20230505,2,58284.5,601,CDC PESSOA JURIDICA,10,CRÉDITO DIRETO AO CONSUMIDOR,276554,2,Original,0,20220603,91468.59,4744.06,59003.05,0,0,0,155215.7,Aberta,Vencida,$49.17,$56.38
617,20,5287,CLIENTE 110,8.51683E+11,109711,20230505,2,58284.5,601,CDC PESSOA JURIDICA,10,CRÉDITO DIRETO AO CONSUMIDOR,276554,3,Original,0,20241220,86378.89,26831.26,56235.89,0,0,0,169446.04,Aberta,Vencida,$954.72,$566.89
955,11,48845,CLIENTE 111,5.65321E+11,218542,20221007,10,79260.21,343,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,447970,2,Original,0,20240720,24298.82,46894.26,27932.85,0,0,0,99125.93,Aberta,Vencida,$467.81,$380.79
955,11,48845,CLIENTE 111,5.65321E+11,218542,20221007,10,79260.21,343,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,447970,3,Original,0,20240708,43261.44,5389.36,41000.96,0,0,0,89651.76,Aberta,Vencida,$50.98,$942.01
